"","PIT","PITYear","Year","Location","Direction","GroundSpeed_mps","Culvert"
"717","228000042951","228000042951-2016","2016","VCS-OKH","Up",0.354501957225716,"Non-culvert"
"718","228000042951","228000042951-2016","2016","OKH-HPO","Up",0.469506947678673,"Non-culvert"
"719","228000042952","228000042952-2016","2016","HT-BBI","Up",0.262950075687786,"Non-culvert"
"720","228000042952","228000042952-2016","2016","HT-BBI","Down",0.337322960736628,"Non-culvert"
"721","228000042952","228000042952-2016","2016","BBI-R6","Down",0.407525773876877,"Non-culvert"
"722","228000042952","228000042952-2016","2016","R6-BP","Down",0.685720535105323,"Non-culvert"
"723","228000042952","228000042952-2016","2016","BP-VCS","Down",0.844706188994042,"Non-culvert"
"724","228000042952","228000042952-2016","2016","VCS-OKH","Up",0.371157495256167,"Non-culvert"
"725","228000042952","228000042952-2016","2016","VCS-OKH","Down",0.986881938386644,"Non-culvert"
"726","228000042952","228000042952-2016","2016","OKH-HPO","Up",0.613140101388738,"Non-culvert"
"727","228000042952","228000042952-2016","2016","OKH-HPO","Down",0.779246428772674,"Non-culvert"
"728","228000042954","228000042954-2016","2016","HT-BBI","Up",0.618046971557895,"Non-culvert"
"729","228000042954","228000042954-2016","2016","HT-BBI","Down",0.795248326023954,"Non-culvert"
"730","228000042954","228000042954-2016","2016","BBI-R6","Up",0.338670622371264,"Non-culvert"
"731","228000042954","228000042954-2016","2016","BBI-R6","Down",0.734530938123752,"Non-culvert"
"732","228000042954","228000042954-2016","2016","BP-VCS","Up",0.374632547846238,"Non-culvert"
"733","228000042954","228000042954-2016","2016","BP-VCS","Down",1.04776537813363,"Non-culvert"
"734","228000042954","228000042954-2016","2016","VCS-OKH","Up",0.344754652759409,"Non-culvert"
"735","228000042954","228000042954-2016","2016","OKH-HPO","Up",0.574625095749093,"Non-culvert"
"736","228000042954","228000042954-2017","2017","OKH-HPO","Up",0.588010817665736,"Non-culvert"
"737","228000042954","228000042954-2017","2017","OKH-HPO","Down",0.861607627096995,"Non-culvert"
"738","228000042958","228000042958-2016","2016","HT-BBI","Up",0.277786379545668,"Non-culvert"
"739","228000042958","228000042958-2016","2016","BBI-R6","Up",0.192528290187568,"Non-culvert"
"740","228000042958","228000042958-2016","2016","R6-BP","Up",0.258130918084542,"Non-culvert"
"741","228000042958","228000042958-2016","2016","BP-VCS","Up",0.211615727188362,"Non-culvert"
"742","228000042958","228000042958-2016","2016","VCS-OKH","Up",0.243647234620737,"Non-culvert"
"743","228000042958","228000042958-2016","2016","OKH-HPO","Up",0.548189863710829,"Non-culvert"
"744","228000042959","228000042959-2015","2015","TG-HT","Down",0.00791183803670936,"Non-culvert"
"745","228000042959","228000042959-2015","2015","HT-BBI","Up",0.401911252711299,"Non-culvert"
"746","228000042959","228000042959-2015","2015","HT-BBI","Down",0.484813418369658,"Non-culvert"
"747","228000042959","228000042959-2015","2015","BBI-R6","Up",0.616022537904017,"Non-culvert"
"748","228000042959","228000042959-2015","2015","BBI-R6","Down",0.135266342368837,"Non-culvert"
"749","228000042960","228000042960-2015","2015","HT-BBI","Up",0.439791783830362,"Non-culvert"
"750","228000042960","228000042960-2015","2015","BBI-R6","Up",0.272423383662561,"Non-culvert"
"751","228000042960","228000042960-2015","2015","VCS-OKH","Up",0.12792340292267,"Non-culvert"
"752","228000042960","228000042960-2015","2015","OKH-HPO","Up",0.312378961402114,"Non-culvert"
"753","228000042963","228000042963-2016","2016","HT-BBI","Up",0.699233365111385,"Non-culvert"
"754","228000042963","228000042963-2016","2016","HT-BBI","Down",0.880683294790621,"Non-culvert"
"755","228000042963","228000042963-2016","2016","BBI-R6","Down",0.781456453605846,"Non-culvert"
"756","228000042963","228000042963-2016","2016","R6-BP","Up",0.189106677883738,"Non-culvert"
"757","228000042963","228000042963-2016","2016","BP-VCS","Up",0.544420633898377,"Non-culvert"
"758","228000042963","228000042963-2016","2016","BP-VCS","Down",0.774210253842769,"Non-culvert"
"759","228000042963","228000042963-2016","2016","OKH-HPO","Up",0.694551481481481,"Non-culvert"
"760","228000042963","228000042963-2016","2016","OKH-HPO","Down",0.674382450662026,"Non-culvert"
"761","228000042965","228000042965-2015","2015","TG-HT","Up",0.117525049074832,"Non-culvert"
"762","228000042965","228000042965-2015","2015","HT-BBI","Up",0.552146128631464,"Non-culvert"
"763","228000042965","228000042965-2015","2015","BBI-R6","Up",0.11325307137371,"Non-culvert"
"764","228000042969","228000042969-2015","2015","TG-HT","Up",0.0686793744418374,"Non-culvert"
"765","228000042969","228000042969-2015","2015","HT-BBI","Up",0.274154839059977,"Non-culvert"
"766","228000042969","228000042969-2015","2015","HT-BBI","Down",0.516025554267198,"Non-culvert"
"767","228000042969","228000042969-2015","2015","BBI-R6","Down",0.492527813731481,"Non-culvert"
"768","228000042970","228000042970-2016","2016","HT-BBI","Up",0.494781274219868,"Non-culvert"
"769","228000042970","228000042970-2016","2016","BBI-R6","Up",0.318449698666607,"Non-culvert"
"770","228000042976","228000042976-2016","2016","HT-BBI","Up",0.744109337694054,"Non-culvert"
"771","228000042976","228000042976-2016","2016","BP-VCS","Up",0.214394846140973,"Non-culvert"
"772","228000042976","228000042976-2016","2016","VCS-OKH","Up",0.438015047958173,"Non-culvert"
"773","228000042976","228000042976-2016","2016","OKH-HPO","Up",0.673706099890914,"Non-culvert"
"774","228000063225","228000063225-2016","2016","HT-BBI","Up",0.432947135010327,"Non-culvert"
"775","228000063225","228000063225-2016","2016","BBI-R6","Up",0.485815706872252,"Non-culvert"
"776","228000063225","228000063225-2016","2016","R6-BP","Up",0.608036031808582,"Non-culvert"
"777","228000063226","228000063226-2016","2016","HT-BBI","Up",0.484827290205497,"Non-culvert"
"778","228000063226","228000063226-2016","2016","HT-BBI","Down",0.741201572795129,"Non-culvert"
"779","228000063226","228000063226-2016","2016","BBI-R6","Down",0.754050288224259,"Non-culvert"
"780","228000063226","228000063226-2016","2016","R6-BP","Down",0.767233174711081,"Non-culvert"
"781","228000063226","228000063226-2016","2016","BP-VCS","Up",0.586416028076659,"Non-culvert"
"782","228000063226","228000063226-2016","2016","BP-VCS","Down",0.858095280108687,"Non-culvert"
"783","228000063226","228000063226-2016","2016","OKH-HPO","Up",0.639975769994175,"Non-culvert"
"784","228000063226","228000063226-2016","2016","OKH-HPO","Down",0.595093693016497,"Non-culvert"
"785","228000063228","228000063228-2016","2016","HT-BBI","Up",0.464498600393524,"Non-culvert"
"786","228000063228","228000063228-2016","2016","HT-BBI","Down",0.688180000809316,"Non-culvert"
"787","228000063228","228000063228-2016","2016","BP-VCS","Up",0.663559698212613,"Non-culvert"
"788","228000063228","228000063228-2016","2016","BP-VCS","Down",0.820804122068939,"Non-culvert"
"789","228000063228","228000063228-2016","2016","VCS-OKH","Down",1.04242165658768,"Non-culvert"
"790","228000063228","228000063228-2016","2016","OKH-HPO","Up",0.51593342050609,"Non-culvert"
"791","228000063228","228000063228-2016","2016","OKH-HPO","Down",0.641023998966564,"Non-culvert"
"792","228000063229","228000063229-2016","2016","HT-BBI","Up",0.469743874105437,"Non-culvert"
"793","228000063229","228000063229-2016","2016","BBI-R6","Up",0.470507121053227,"Non-culvert"
"794","228000063229","228000063229-2016","2016","VCS-OKH","Up",0.284384995559404,"Non-culvert"
"795","228000063229","228000063229-2016","2016","VCS-OKH","Down",1.009079652528,"Non-culvert"
"796","228000063229","228000063229-2016","2016","OKH-HPO","Up",0.412204275222982,"Non-culvert"
"797","228000063229","228000063229-2016","2016","OKH-HPO","Down",0.395467203270801,"Non-culvert"
"798","228000063233","228000063233-2016","2016","HT-BBI","Up",0.374778512049441,"Non-culvert"
"799","228000063233","228000063233-2016","2016","HT-BBI","Down",0.628153640201833,"Non-culvert"
"800","228000063233","228000063233-2016","2016","BP-VCS","Up",0.485008048073596,"Non-culvert"
"801","228000063233","228000063233-2016","2016","BP-VCS","Down",0.658121973646873,"Non-culvert"
"802","228000063233","228000063233-2016","2016","OKH-HPO","Up",0.632590776816874,"Non-culvert"
"803","228000063233","228000063233-2016","2016","OKH-HPO","Down",0.561652952020829,"Non-culvert"
"804","228000063234","228000063234-2016","2016","HT-BBI","Up",0.474372972252773,"Non-culvert"
"805","228000063234","228000063234-2016","2016","HT-BBI","Down",0.851788756320357,"Non-culvert"
"806","228000063234","228000063234-2016","2016","BBI-R6","Up",0.53518796213363,"Non-culvert"
"807","228000063234","228000063234-2016","2016","BBI-R6","Down",0.913635009453503,"Non-culvert"
"808","228000063234","228000063234-2016","2016","BP-VCS","Up",0.696208199817015,"Non-culvert"
"809","228000063234","228000063234-2016","2016","BP-VCS","Down",0.861958088388732,"Non-culvert"
"810","228000063234","228000063234-2016","2016","OKH-HPO","Up",0.699386747907353,"Non-culvert"
"811","228000063234","228000063234-2016","2016","OKH-HPO","Down",0.722075020109789,"Non-culvert"
"812","228000063236","228000063236-2016","2016","HT-BBI","Up",0.48038607290331,"Non-culvert"
"813","228000063236","228000063236-2016","2016","HT-BBI","Down",0.789014843842372,"Non-culvert"
"814","228000063236","228000063236-2016","2016","BBI-R6","Down",0.652191036303437,"Non-culvert"
"815","228000063236","228000063236-2016","2016","R6-BP","Down",0.751158085289437,"Non-culvert"
"816","228000063236","228000063236-2016","2016","BP-VCS","Up",0.447197965892856,"Non-culvert"
"817","228000063236","228000063236-2016","2016","BP-VCS","Down",0.601684158402954,"Non-culvert"
"818","228000063236","228000063236-2016","2016","VCS-OKH","Down",1.10583446332795,"Non-culvert"
"819","228000063236","228000063236-2016","2016","OKH-HPO","Up",0.522425258270458,"Non-culvert"
"820","228000063236","228000063236-2016","2016","OKH-HPO","Down",0.646382053490151,"Non-culvert"
"821","228000063242","228000063242-2016","2016","HT-BBI","Up",0.421707569996543,"Non-culvert"
"822","228000063242","228000063242-2016","2016","HT-BBI","Down",0.693084156341451,"Non-culvert"
"823","228000063242","228000063242-2016","2016","BBI-R6","Down",0.689278172584029,"Non-culvert"
"824","228000063242","228000063242-2016","2016","R6-BP","Down",0.712670969097106,"Non-culvert"
"825","228000063242","228000063242-2016","2016","BP-VCS","Up",0.662993791394843,"Non-culvert"
"826","228000063242","228000063242-2016","2016","BP-VCS","Down",0.845073484580753,"Non-culvert"
"827","228000063242","228000063242-2016","2016","VCS-OKH","Down",1.18344627490328,"Non-culvert"
"828","228000063242","228000063242-2016","2016","OKH-HPO","Up",0.612881269030199,"Non-culvert"
"829","228000063242","228000063242-2016","2016","OKH-HPO","Down",0.875127574001796,"Non-culvert"
"830","228000063244","228000063244-2016","2016","HT-BBI","Up",0.4001941925818,"Non-culvert"
"831","228000063244","228000063244-2016","2016","HT-BBI","Down",0.897671352136179,"Non-culvert"
"832","228000063244","228000063244-2016","2016","BBI-R6","Up",0.519207977906529,"Non-culvert"
"833","228000063244","228000063244-2016","2016","BBI-R6","Down",0.980802489073924,"Non-culvert"
"834","228000063244","228000063244-2016","2016","R6-BP","Down",0.975892363016556,"Non-culvert"
"835","228000063244","228000063244-2016","2016","BP-VCS","Down",0.904479348458406,"Non-culvert"
"836","228000063244","228000063244-2016","2016","OKH-HPO","Up",0.514417894361531,"Non-culvert"
"837","228000063244","228000063244-2016","2016","OKH-HPO","Down",0.830003430152144,"Non-culvert"
"838","228000063245","228000063245-2016","2016","HT-BBI","Up",0.611973000941027,"Non-culvert"
"839","228000063245","228000063245-2016","2016","HT-BBI","Down",0.279658468245714,"Non-culvert"
"840","228000063245","228000063245-2016","2016","BBI-R6","Up",0.579972729135429,"Non-culvert"
"841","228000063245","228000063245-2016","2016","BBI-R6","Down",0.506329113938815,"Non-culvert"
"842","228000063245","228000063245-2016","2016","R6-BP","Up",0.132816471783549,"Non-culvert"
"843","228000063245","228000063245-2016","2016","VCS-OKH","Up",0.220907119728831,"Non-culvert"
"844","228000063245","228000063245-2016","2016","OKH-HPO","Up",0.505866426858355,"Non-culvert"
"845","228000063245","228000063245-2016","2016","OKH-HPO","Down",0.7873300677304,"Non-culvert"
"846","228000063246","228000063246-2016","2016","HT-BBI","Up",0.373215601155904,"Non-culvert"
"847","228000063246","228000063246-2016","2016","HT-BBI","Down",0.742992725982863,"Non-culvert"
"848","228000063246","228000063246-2016","2016","BBI-R6","Up",0.456201698448216,"Non-culvert"
"849","228000063246","228000063246-2016","2016","BBI-R6","Down",0.834405452515856,"Non-culvert"
"850","228000063246","228000063246-2016","2016","BP-VCS","Down",1.03311715923386,"Non-culvert"
"851","228000063246","228000063246-2016","2016","OKH-HPO","Up",0.635081221579583,"Non-culvert"
"852","228000063261","228000063261-2016","2016","HT-BBI","Up",0.293688301388213,"Non-culvert"
"853","228000063262","228000063262-2016","2016","HT-BBI","Up",0.575480384601295,"Non-culvert"
"854","228000063262","228000063262-2016","2016","BBI-R6","Up",0.518350959504211,"Non-culvert"
"855","228000063262","228000063262-2016","2016","R6-BP","Up",0.0592623865007562,"Non-culvert"
"856","228000063265","228000063265-2016","2016","HT-BBI","Up",0.519663734983287,"Non-culvert"
"857","228000063265","228000063265-2016","2016","HT-BBI","Down",0.670356189889913,"Non-culvert"
"858","228000063265","228000063265-2016","2016","BBI-R6","Down",0.620774969103301,"Non-culvert"
"859","228000063265","228000063265-2016","2016","BP-VCS","Up",0.135237160818048,"Non-culvert"
"860","228000063265","228000063265-2016","2016","BP-VCS","Down",0.594215305496781,"Non-culvert"
"861","228000063265","228000063265-2016","2016","VCS-OKH","Down",1.03535888164836,"Non-culvert"
"862","228000063265","228000063265-2016","2016","OKH-HPO","Up",0.501743971644447,"Non-culvert"
"863","228000063265","228000063265-2016","2016","OKH-HPO","Down",0.569419736773401,"Non-culvert"
"864","228000063267","228000063267-2016","2016","HT-BBI","Up",0.600606514085338,"Non-culvert"
"865","228000063267","228000063267-2016","2016","HT-BBI","Down",0.5839309851246,"Non-culvert"
"866","228000063267","228000063267-2016","2016","BBI-R6","Up",0.626922853653917,"Non-culvert"
"867","228000063267","228000063267-2016","2016","BBI-R6","Down",0.577986262346525,"Non-culvert"
"868","228000063267","228000063267-2016","2016","R6-BP","Down",0.279695670498048,"Non-culvert"
"869","228000063267","228000063267-2016","2016","BP-VCS","Down",0.566353887454552,"Non-culvert"
"870","228000063267","228000063267-2016","2016","VCS-OKH","Up",0.414055885177709,"Non-culvert"
"871","228000063267","228000063267-2016","2016","VCS-OKH","Down",1.09395973037664,"Non-culvert"
"872","228000063267","228000063267-2016","2016","OKH-HPO","Down",0.449489518538232,"Non-culvert"
"873","228000063267","228000063267-2017","2017","OKH-HPO","Up",0.61468090681602,"Non-culvert"
"874","228000063267","228000063267-2017","2017","OKH-HPO","Down",0.556472458884541,"Non-culvert"
"875","228000063268","228000063268-2016","2016","HT-BBI","Up",0.290185452290233,"Non-culvert"
"876","228000063268","228000063268-2016","2016","HT-BBI","Down",0.749422576100647,"Non-culvert"
"877","228000063268","228000063268-2016","2016","BBI-R6","Down",0.701744473479766,"Non-culvert"
"878","228000063268","228000063268-2016","2016","BP-VCS","Down",0.887159355244747,"Non-culvert"
"879","228000063268","228000063268-2016","2016","VCS-OKH","Down",1.12517257149282,"Non-culvert"
"880","228000063268","228000063268-2016","2016","OKH-HPO","Up",0.639739254054188,"Non-culvert"
"881","228000063268","228000063268-2016","2016","OKH-HPO","Down",0.808023985637343,"Non-culvert"
"882","228000063270","228000063270-2016","2016","HT-BBI","Up",0.496888338616333,"Non-culvert"
"883","228000063270","228000063270-2016","2016","BBI-R6","Down",0.928445414566155,"Non-culvert"
"884","228000063270","228000063270-2016","2016","R6-BP","Up",0.303525804787701,"Non-culvert"
"885","228000063270","228000063270-2016","2016","VCS-OKH","Down",0.869951965251983,"Non-culvert"
"886","228000063270","228000063270-2016","2016","OKH-HPO","Up",0.720722148348808,"Non-culvert"
"887","228000063270","228000063270-2016","2016","OKH-HPO","Down",0.773594183518985,"Non-culvert"
"888","228000063271","228000063271-2016","2016","HT-BBI","Up",0.57791639350689,"Non-culvert"
"889","228000063271","228000063271-2016","2016","BBI-R6","Up",0.561744392725332,"Non-culvert"
"890","228000063271","228000063271-2016","2016","BP-VCS","Up",0.351981309786563,"Non-culvert"
"891","228000063271","228000063271-2016","2016","VCS-OKH","Up",0.199177222931447,"Non-culvert"
"892","228000063271","228000063271-2016","2016","OKH-HPO","Up",0.463439592190499,"Non-culvert"
"893","228000063272","228000063272-2016","2016","HT-BBI","Up",0.610635060497859,"Non-culvert"
"894","228000063272","228000063272-2016","2016","HT-BBI","Down",0.508348583776303,"Non-culvert"
"895","228000063272","228000063272-2016","2016","BBI-R6","Up",0.580933047716967,"Non-culvert"
"896","228000063272","228000063272-2016","2016","BBI-R6","Down",0.680508792637695,"Non-culvert"
"897","228000063272","228000063272-2016","2016","R6-BP","Up",0.3530736743313,"Non-culvert"
"898","228000063272","228000063272-2016","2016","BP-VCS","Up",0.628699899728263,"Non-culvert"
"899","228000063272","228000063272-2016","2016","BP-VCS","Down",0.998561372885791,"Non-culvert"
"900","228000063272","228000063272-2016","2016","VCS-OKH","Up",0.55486213476116,"Non-culvert"
"901","228000063272","228000063272-2016","2016","OKH-HPO","Up",0.571371537352742,"Non-culvert"
"902","228000063272","228000063272-2016","2016","OKH-HPO","Down",0.733083623738562,"Non-culvert"
"903","228000063273","228000063273-2016","2016","HT-BBI","Up",0.382009243375763,"Non-culvert"
"904","228000063273","228000063273-2016","2016","HT-BBI","Down",0.574074422621403,"Non-culvert"
"905","228000063273","228000063273-2016","2016","BBI-R6","Down",0.615650001488532,"Non-culvert"
"906","228000063273","228000063273-2016","2016","R6-BP","Down",0.822954644831207,"Non-culvert"
"907","228000063273","228000063273-2016","2016","BP-VCS","Down",0.503373522023332,"Non-culvert"
"908","228000063273","228000063273-2016","2016","VCS-OKH","Down",0.982322218322709,"Non-culvert"
"909","228000063273","228000063273-2016","2016","OKH-HPO","Up",0.668313970007363,"Non-culvert"
"910","228000063273","228000063273-2016","2016","OKH-HPO","Down",0.839587658187594,"Non-culvert"
"911","228000063273","228000063273-2017","2017","OKH-HPO","Up",0.621110872003368,"Non-culvert"
"912","228000063276","228000063276-2016","2016","HT-BBI","Up",0.592262910332006,"Non-culvert"
"913","228000063276","228000063276-2016","2016","BBI-R6","Up",0.518385575363062,"Non-culvert"
"914","228000063276","228000063276-2016","2016","R6-BP","Up",0.684680530896518,"Non-culvert"
"915","228000063277","228000063277-2016","2016","HT-BBI","Up",0.675885298955028,"Non-culvert"
"916","228000063277","228000063277-2016","2016","HT-BBI","Down",0.845714032180244,"Non-culvert"
"917","228000063277","228000063277-2016","2016","BBI-R6","Up",0.489182450885081,"Non-culvert"
"918","228000063277","228000063277-2016","2016","BBI-R6","Down",0.881898709504609,"Non-culvert"
"919","228000063277","228000063277-2016","2016","R6-BP","Up",0.321975100113021,"Non-culvert"
"920","228000063277","228000063277-2016","2016","BP-VCS","Up",0.333044871550186,"Non-culvert"
"921","228000063277","228000063277-2016","2016","BP-VCS","Down",0.805679344930215,"Non-culvert"
"922","228000063277","228000063277-2016","2016","VCS-OKH","Up",0.617814275945428,"Non-culvert"
"923","228000063277","228000063277-2016","2016","VCS-OKH","Down",1.29673826440025,"Non-culvert"
"924","228000063277","228000063277-2016","2016","OKH-HPO","Up",0.711572110671937,"Non-culvert"
"925","228000063277","228000063277-2016","2016","OKH-HPO","Down",0.637925728557897,"Non-culvert"
"926","228000063278","228000063278-2016","2016","HT-BBI","Up",0.435061693174524,"Non-culvert"
"927","228000063278","228000063278-2016","2016","HT-BBI","Down",0.765504605540243,"Non-culvert"
"928","228000063278","228000063278-2016","2016","BBI-R6","Up",0.373026742595664,"Non-culvert"
"929","228000063278","228000063278-2016","2016","VCS-OKH","Up",0.2142763244022,"Non-culvert"
"930","228000063278","228000063278-2016","2016","VCS-OKH","Down",1.09054415909015,"Non-culvert"
"931","228000063278","228000063278-2016","2016","OKH-HPO","Up",0.660022525435426,"Non-culvert"
"932","228000063278","228000063278-2016","2016","OKH-HPO","Down",0.864969077443146,"Non-culvert"
"933","228000063281","228000063281-2016","2016","HT-BBI","Up",0.65328678221445,"Non-culvert"
"934","228000063281","228000063281-2016","2016","HT-BBI","Down",0.676650027731558,"Non-culvert"
"935","228000063281","228000063281-2016","2016","BBI-R6","Up",0.573744932952833,"Non-culvert"
"936","228000063281","228000063281-2016","2016","BBI-R6","Down",0.360092371520395,"Non-culvert"
"937","228000063281","228000063281-2016","2016","R6-BP","Down",0.453781512622442,"Non-culvert"
"938","228000063281","228000063281-2016","2016","BP-VCS","Down",0.767378042804878,"Non-culvert"
"939","228000063281","228000063281-2016","2016","VCS-OKH","Down",1.12933025528523,"Non-culvert"
"940","228000063281","228000063281-2016","2016","OKH-HPO","Up",0.753455921359142,"Non-culvert"
"941","228000063281","228000063281-2016","2016","OKH-HPO","Down",0.892729068560672,"Non-culvert"
"942","228000063284","228000063284-2016","2016","HT-BBI","Up",0.259717257318484,"Non-culvert"
"943","228000063284","228000063284-2016","2016","HT-BBI","Down",0.743630379129587,"Non-culvert"
"944","228000063284","228000063284-2016","2016","BBI-R6","Up",0.157873662934481,"Non-culvert"
"945","228000063284","228000063284-2016","2016","R6-BP","Down",0.5896243665724,"Non-culvert"
"946","228000063284","228000063284-2016","2016","BP-VCS","Up",0.207528029898558,"Non-culvert"
"947","228000063284","228000063284-2016","2016","BP-VCS","Down",0.255179748429378,"Non-culvert"
"948","228000063284","228000063284-2016","2016","VCS-OKH","Up",0.155356462071043,"Non-culvert"
"949","228000063284","228000063284-2016","2016","OKH-HPO","Up",0.386624310578724,"Non-culvert"
"950","228000063284","228000063284-2016","2016","OKH-HPO","Down",0.838508355845366,"Non-culvert"
"951","228000063286","228000063286-2016","2016","HT-BBI","Up",0.537187462592855,"Non-culvert"
"952","228000063286","228000063286-2016","2016","HT-BBI","Down",0.646331591408879,"Non-culvert"
"953","228000063286","228000063286-2016","2016","BBI-R6","Up",0.326560232223066,"Non-culvert"
"954","228000063286","228000063286-2016","2016","BBI-R6","Down",0.798413458643996,"Non-culvert"
"955","228000063286","228000063286-2016","2016","R6-BP","Up",0.499937983942478,"Non-culvert"
"956","228000063286","228000063286-2016","2016","BP-VCS","Up",0.201951452675829,"Non-culvert"
"957","228000063286","228000063286-2016","2016","VCS-OKH","Up",0.265905383567363,"Non-culvert"
"958","228000063286","228000063286-2016","2016","VCS-OKH","Down",1.19065011150437,"Non-culvert"
"959","228000063286","228000063286-2016","2016","OKH-HPO","Up",0.583286064282719,"Non-culvert"
"960","228000063286","228000063286-2016","2016","OKH-HPO","Down",0.725380137272877,"Non-culvert"
"961","228000063286","228000063286-2017","2017","OKH-HPO","Up",0.625000847183854,"Non-culvert"
"962","228000063286","228000063286-2017","2017","OKH-HPO","Down",0.604996988861494,"Non-culvert"
"963","228000063287","228000063287-2016","2016","HT-BBI","Up",0.453338803149239,"Non-culvert"
"964","228000063287","228000063287-2016","2016","HT-BBI","Down",0.812323885448111,"Non-culvert"
"965","228000063287","228000063287-2016","2016","BBI-R6","Down",0.778041927845212,"Non-culvert"
"966","228000063287","228000063287-2016","2016","R6-BP","Down",0.562999471253619,"Non-culvert"
"967","228000063287","228000063287-2016","2016","BP-VCS","Down",0.849914724434663,"Non-culvert"
"968","228000063287","228000063287-2016","2016","OKH-HPO","Up",0.647432763600366,"Non-culvert"
"969","228000063287","228000063287-2016","2016","OKH-HPO","Down",0.709396254901028,"Non-culvert"
"970","228000063288","228000063288-2016","2016","HT-BBI","Up",0.542669864596985,"Non-culvert"
"971","228000063288","228000063288-2016","2016","HT-BBI","Down",0.686723495832694,"Non-culvert"
"972","228000063288","228000063288-2016","2016","BBI-R6","Down",0.798044085154725,"Non-culvert"
"973","228000063288","228000063288-2016","2016","BP-VCS","Up",0.215478770865959,"Non-culvert"
"974","228000063288","228000063288-2016","2016","OKH-HPO","Up",0.517678122928519,"Non-culvert"
"975","228000063288","228000063288-2016","2016","OKH-HPO","Down",0.646474899261897,"Non-culvert"
"976","228000063289","228000063289-2016","2016","HT-BBI","Up",0.604678826328311,"Non-culvert"
"977","228000063289","228000063289-2016","2016","BP-VCS","Up",0.090862339001145,"Non-culvert"
"978","228000063289","228000063289-2016","2016","OKH-HPO","Up",0.567159422880782,"Non-culvert"
"979","228000063293","228000063293-2016","2016","HT-BBI","Up",0.366967620215104,"Non-culvert"
"980","228000063293","228000063293-2016","2016","BP-VCS","Up",0.23735230362651,"Non-culvert"
"981","228000063293","228000063293-2016","2016","OKH-HPO","Up",0.557016534653465,"Non-culvert"
"982","228000063294","228000063294-2016","2016","HT-BBI","Up",0.430053552250438,"Non-culvert"
"983","228000063294","228000063294-2016","2016","BP-VCS","Up",0.120301077667045,"Non-culvert"
"984","228000063294","228000063294-2016","2016","OKH-HPO","Up",0.602881813212126,"Non-culvert"
"985","228000063295","228000063295-2016","2016","HT-BBI","Up",0.39260916465835,"Non-culvert"
"986","228000063295","228000063295-2016","2016","R6-BP","Down",0.608416263241865,"Non-culvert"
"987","228000063295","228000063295-2016","2016","BP-VCS","Down",0.690739786375038,"Non-culvert"
"988","228000063295","228000063295-2016","2016","OKH-HPO","Up",0.493188862131495,"Non-culvert"
"989","228000063295","228000063295-2016","2016","OKH-HPO","Down",0.838227254845217,"Non-culvert"
"990","228000063296","228000063296-2016","2016","HT-BBI","Up",0.434625239046244,"Non-culvert"
"991","228000063296","228000063296-2016","2016","BBI-R6","Up",0.355267730844577,"Non-culvert"
"992","228000063296","228000063296-2016","2016","BP-VCS","Up",0.0145111872779306,"Non-culvert"
"993","228000063296","228000063296-2016","2016","OKH-HPO","Up",0.620785324137931,"Non-culvert"
"994","228000063297","228000063297-2016","2016","HT-BBI","Up",0.44562889193251,"Non-culvert"
"995","228000063297","228000063297-2016","2016","HT-BBI","Down",0.335081617102026,"Non-culvert"
"996","228000063297","228000063297-2016","2016","R6-BP","Down",0.469936708879421,"Non-culvert"
"997","228000063297","228000063297-2016","2016","BP-VCS","Up",0.162946194651357,"Non-culvert"
"998","228000063297","228000063297-2016","2016","BP-VCS","Down",0.764254816930147,"Non-culvert"
"999","228000063297","228000063297-2016","2016","VCS-OKH","Down",1.57386546846047,"Non-culvert"
"1000","228000063297","228000063297-2016","2016","OKH-HPO","Up",0.580952046722449,"Non-culvert"
"1001","228000063299","228000063299-2016","2016","HT-BBI","Up",0.433330965404561,"Non-culvert"
"1002","228000063299","228000063299-2016","2016","HT-BBI","Down",0.648911318247805,"Non-culvert"
"1003","228000063299","228000063299-2016","2016","BBI-R6","Down",0.67975644797154,"Non-culvert"
"1004","228000063299","228000063299-2016","2016","VCS-OKH","Up",0.292779307900756,"Non-culvert"
"1005","228000063299","228000063299-2016","2016","VCS-OKH","Down",0.874619927266257,"Non-culvert"
"1006","228000063299","228000063299-2016","2016","OKH-HPO","Up",0.612939696052645,"Non-culvert"
"1007","228000063299","228000063299-2016","2016","OKH-HPO","Down",0.533636898208571,"Non-culvert"
"1008","228000523800","228000523800-2016","2016","BP-VCS","Up",0.339256724908587,"Non-culvert"
"1009","228000523800","228000523800-2016","2016","VCS-OKH","Down",1.32197891287896,"Non-culvert"
"1010","228000523800","228000523800-2016","2016","OKH-HPO","Up",0.5822974694592,"Non-culvert"
"1011","228000523800","228000523800-2016","2016","OKH-HPO","Down",0.665861877070066,"Non-culvert"
"1012","228000523801","228000523801-2016","2016","HT-BBI","Down",0.701862582222292,"Non-culvert"
"1013","228000523801","228000523801-2016","2016","BBI-R6","Down",0.667831697808845,"Non-culvert"
"1014","228000523801","228000523801-2016","2016","R6-BP","Down",0.654298799894255,"Non-culvert"
"1015","228000523801","228000523801-2016","2016","BP-VCS","Up",0.320313143798929,"Non-culvert"
"1016","228000523801","228000523801-2016","2016","BP-VCS","Down",0.739817281936516,"Non-culvert"
"1017","228000523801","228000523801-2016","2016","VCS-OKH","Down",1.2133995051578,"Non-culvert"
