"","PIT","PITYear","Year","Location","Direction","GroundSpeed_mps","Culvert"
"1018","228000523801","228000523801-2016","2016","OKH-HPO","Up",0.600917740340478,"Non-culvert"
"1019","228000523801","228000523801-2016","2016","OKH-HPO","Down",0.75442841586128,"Non-culvert"
"1020","228000523802","228000523802-2016","2016","HT-BBI","Up",0.476303509965037,"Non-culvert"
"1021","228000523802","228000523802-2016","2016","BBI-R6","Up",0.310838425337068,"Non-culvert"
"1022","228000523802","228000523802-2016","2016","BP-VCS","Up",0.282190149831465,"Non-culvert"
"1023","228000523802","228000523802-2016","2016","VCS-OKH","Up",0.535831689733838,"Non-culvert"
"1024","228000523802","228000523802-2016","2016","OKH-HPO","Up",0.57002553324968,"Non-culvert"
"1025","228000523804","228000523804-2016","2016","HT-BBI","Up",0.477536973883061,"Non-culvert"
"1026","228000523804","228000523804-2016","2016","HT-BBI","Down",0.733896388250442,"Non-culvert"
"1027","228000523804","228000523804-2016","2016","BBI-R6","Up",0.448824275535983,"Non-culvert"
"1028","228000523804","228000523804-2016","2016","BBI-R6","Down",0.88766277394371,"Non-culvert"
"1029","228000523804","228000523804-2016","2016","R6-BP","Up",0.516914452133486,"Non-culvert"
"1030","228000523804","228000523804-2016","2016","R6-BP","Down",0.917560975609756,"Non-culvert"
"1031","228000523804","228000523804-2016","2016","BP-VCS","Down",0.898645212082768,"Non-culvert"
"1032","228000523804","228000523804-2016","2016","VCS-OKH","Down",1.18718135304853,"Non-culvert"
"1033","228000523804","228000523804-2016","2016","OKH-HPO","Up",0.669805875467562,"Non-culvert"
"1034","228000523804","228000523804-2016","2016","OKH-HPO","Down",0.841219692751757,"Non-culvert"
"1035","228000523805","228000523805-2016","2016","HT-BBI","Up",0.392031856122062,"Non-culvert"
"1036","228000523805","228000523805-2016","2016","HT-BBI","Down",0.757011665425664,"Non-culvert"
"1037","228000523805","228000523805-2016","2016","BBI-R6","Down",0.927395117351871,"Non-culvert"
"1038","228000523805","228000523805-2016","2016","R6-BP","Down",0.87504652045107,"Non-culvert"
"1039","228000523805","228000523805-2016","2016","BP-VCS","Up",0.618663356131086,"Non-culvert"
"1040","228000523805","228000523805-2016","2016","BP-VCS","Down",0.784365162734849,"Non-culvert"
"1041","228000523805","228000523805-2016","2016","VCS-OKH","Down",1.29467831677771,"Non-culvert"
"1042","228000523805","228000523805-2016","2016","OKH-HPO","Up",0.506600961354894,"Non-culvert"
"1043","228000523805","228000523805-2016","2016","OKH-HPO","Down",0.641608849960288,"Non-culvert"
"1044","228000523806","228000523806-2016","2016","HT-BBI","Up",0.511671134690579,"Non-culvert"
"1045","228000523806","228000523806-2016","2016","BP-VCS","Up",0.622916666666667,"Non-culvert"
"1046","228000523806","228000523806-2016","2016","OKH-HPO","Up",0.675181685980815,"Non-culvert"
"1047","228000523807","228000523807-2016","2016","HT-BBI","Up",0.351758562157906,"Non-culvert"
"1048","228000523807","228000523807-2016","2016","HT-BBI","Down",0.767913792198382,"Non-culvert"
"1049","228000523807","228000523807-2016","2016","BBI-R6","Down",0.817140206620248,"Non-culvert"
"1050","228000523807","228000523807-2016","2016","BP-VCS","Up",0.34269340974212,"Non-culvert"
"1051","228000523807","228000523807-2016","2016","BP-VCS","Down",0.915730204664171,"Non-culvert"
"1052","228000523807","228000523807-2016","2016","VCS-OKH","Down",1.14305750427076,"Non-culvert"
"1053","228000523807","228000523807-2016","2016","OKH-HPO","Up",0.525383015321493,"Non-culvert"
"1054","228000523807","228000523807-2016","2016","OKH-HPO","Down",0.874719375012197,"Non-culvert"
"1055","228000523808","228000523808-2016","2016","HT-BBI","Up",0.381061374617747,"Non-culvert"
"1056","228000523808","228000523808-2016","2016","BBI-R6","Up",0.332619175147295,"Non-culvert"
"1057","228000523808","228000523808-2016","2016","VCS-OKH","Up",0.280389908103555,"Non-culvert"
"1058","228000523808","228000523808-2016","2016","OKH-HPO","Up",0.597091102075419,"Non-culvert"
"1059","228000523809","228000523809-2016","2016","HT-BBI","Up",0.435446796985364,"Non-culvert"
"1060","228000523809","228000523809-2016","2016","HT-BBI","Down",0.74192277191045,"Non-culvert"
"1061","228000523809","228000523809-2016","2016","BBI-R6","Up",0.185221363390033,"Non-culvert"
"1062","228000523809","228000523809-2016","2016","BBI-R6","Down",0.637173044805211,"Non-culvert"
"1063","228000523809","228000523809-2016","2016","BP-VCS","Up",0.25393610765525,"Non-culvert"
"1064","228000523809","228000523809-2016","2016","BP-VCS","Down",0.952066034776396,"Non-culvert"
"1065","228000523809","228000523809-2016","2016","VCS-OKH","Up",0.230204312387354,"Non-culvert"
"1066","228000523809","228000523809-2016","2016","VCS-OKH","Down",1.13142063784428,"Non-culvert"
"1067","228000523809","228000523809-2016","2016","OKH-HPO","Up",0.65679585552718,"Non-culvert"
"1068","228000523809","228000523809-2016","2016","OKH-HPO","Down",0.801091737662381,"Non-culvert"
"1069","228000523809","228000523809-2017","2017","OKH-HPO","Up",0.559815612690488,"Non-culvert"
"1070","228000523809","228000523809-2017","2017","OKH-HPO","Down",0.694647960528461,"Non-culvert"
"1071","228000523810","228000523810-2016","2016","HT-BBI","Up",0.405619627195113,"Non-culvert"
"1072","228000523810","228000523810-2016","2016","HT-BBI","Down",0.485981427539605,"Non-culvert"
"1073","228000523810","228000523810-2016","2016","BBI-R6","Down",0.848717186528558,"Non-culvert"
"1074","228000523810","228000523810-2016","2016","BP-VCS","Up",0.321409671258945,"Non-culvert"
"1075","228000523810","228000523810-2016","2016","VCS-OKH","Down",1.11010215784186,"Non-culvert"
"1076","228000523810","228000523810-2016","2016","OKH-HPO","Up",0.578800344541059,"Non-culvert"
"1077","228000523810","228000523810-2016","2016","OKH-HPO","Down",0.905116862745098,"Non-culvert"
"1078","228000523810","228000523810-2017","2017","OKH-HPO","Up",0.480637932458525,"Non-culvert"
"1079","228000523810","228000523810-2017","2017","OKH-HPO","Down",0.870388829941995,"Non-culvert"
"1080","228000523811","228000523811-2016","2016","HT-BBI","Up",0.665311322046845,"Non-culvert"
"1081","228000523811","228000523811-2016","2016","HT-BBI","Down",0.806477201790566,"Non-culvert"
"1082","228000523811","228000523811-2016","2016","BBI-R6","Up",0.349532760247825,"Non-culvert"
"1083","228000523811","228000523811-2016","2016","BP-VCS","Up",0.168815037438641,"Non-culvert"
"1084","228000523811","228000523811-2016","2016","VCS-OKH","Up",0.350437150733611,"Non-culvert"
"1085","228000523811","228000523811-2016","2016","OKH-HPO","Up",0.520016822834511,"Non-culvert"
"1086","228000523811","228000523811-2016","2016","OKH-HPO","Down",0.787591845240082,"Non-culvert"
"1087","228000523812","228000523812-2016","2016","HT-BBI","Up",0.519433630030196,"Non-culvert"
"1088","228000523812","228000523812-2016","2016","HT-BBI","Down",0.104767577423446,"Non-culvert"
"1089","228000523812","228000523812-2016","2016","BBI-R6","Up",0.290329027878905,"Non-culvert"
"1090","228000523812","228000523812-2016","2016","BBI-R6","Down",0.340647284695557,"Non-culvert"
"1091","228000523812","228000523812-2016","2016","BP-VCS","Down",0.792731425897825,"Non-culvert"
"1092","228000523812","228000523812-2016","2016","VCS-OKH","Up",0.389952153554889,"Non-culvert"
"1093","228000523812","228000523812-2016","2016","OKH-HPO","Down",0.722910083933235,"Non-culvert"
"1094","228000523813","228000523813-2016","2016","HT-BBI","Up",0.512346715941542,"Non-culvert"
"1095","228000523813","228000523813-2016","2016","HT-BBI","Down",0.786471656092706,"Non-culvert"
"1096","228000523813","228000523813-2016","2016","BBI-R6","Up",0.516890499968552,"Non-culvert"
"1097","228000523813","228000523813-2016","2016","BP-VCS","Down",0.89723466131372,"Non-culvert"
"1098","228000523813","228000523813-2016","2016","VCS-OKH","Down",1.21490683229814,"Non-culvert"
"1099","228000523813","228000523813-2016","2016","OKH-HPO","Up",0.713128026225738,"Non-culvert"
"1100","228000523813","228000523813-2016","2016","OKH-HPO","Down",0.944591180920048,"Non-culvert"
"1101","228000523816","228000523816-2016","2016","BBI-R6","Up",0.565474632182151,"Non-culvert"
"1102","228000523816","228000523816-2016","2016","R6-BP","Up",0.242273064879266,"Non-culvert"
"1103","228000523816","228000523816-2016","2016","BP-VCS","Up",0.460730626034724,"Non-culvert"
"1104","228000523816","228000523816-2016","2016","BP-VCS","Down",0.379215812532187,"Non-culvert"
"1105","228000523816","228000523816-2016","2016","OKH-HPO","Up",0.624818636219612,"Non-culvert"
"1106","228000523816","228000523816-2016","2016","OKH-HPO","Down",0.623649812175121,"Non-culvert"
"1107","228000523817","228000523817-2016","2016","HT-BBI","Up",0.537060710756838,"Non-culvert"
"1108","228000523817","228000523817-2016","2016","BBI-R6","Up",0.573691929262661,"Non-culvert"
"1109","228000523817","228000523817-2016","2016","R6-BP","Up",0.358504231159104,"Non-culvert"
"1110","228000523817","228000523817-2016","2016","BP-VCS","Up",0.240101303375345,"Non-culvert"
"1111","228000523817","228000523817-2016","2016","VCS-OKH","Up",0.384433962120037,"Non-culvert"
"1112","228000523817","228000523817-2016","2016","OKH-HPO","Up",0.607922521959152,"Non-culvert"
"1113","228000523820","228000523820-2016","2016","HT-BBI","Up",0.388979012989965,"Non-culvert"
"1114","228000523820","228000523820-2016","2016","BBI-R6","Up",0.181228016800674,"Non-culvert"
"1115","228000523820","228000523820-2016","2016","BP-VCS","Up",0.50008362603669,"Non-culvert"
"1116","228000523820","228000523820-2016","2016","OKH-HPO","Up",0.403975729322795,"Non-culvert"
"1117","228000523820","228000523820-2016","2016","OKH-HPO","Down",0.596908965517241,"Non-culvert"
"1118","228000523821","228000523821-2016","2016","HT-BBI","Up",0.417669758787927,"Non-culvert"
"1119","228000523821","228000523821-2016","2016","BBI-R6","Up",0.418768375902281,"Non-culvert"
"1120","228000523821","228000523821-2016","2016","R6-BP","Up",0.413718776797263,"Non-culvert"
"1121","228000523821","228000523821-2016","2016","BP-VCS","Up",0.170029045358418,"Non-culvert"
"1122","228000523821","228000523821-2016","2016","VCS-OKH","Up",0.201907593164238,"Non-culvert"
"1123","228000523821","228000523821-2016","2016","OKH-HPO","Up",0.336870699018464,"Non-culvert"
"1124","228000523822","228000523822-2016","2016","HT-BBI","Up",0.501105718523022,"Non-culvert"
"1125","228000523822","228000523822-2016","2016","BBI-R6","Up",0.506743317362658,"Non-culvert"
"1126","228000523822","228000523822-2016","2016","BP-VCS","Up",0.411483861356202,"Non-culvert"
"1127","228000523822","228000523822-2016","2016","VCS-OKH","Down",1.36630343817045,"Non-culvert"
"1128","228000523822","228000523822-2016","2016","OKH-HPO","Up",0.655475816788175,"Non-culvert"
"1129","228000523822","228000523822-2016","2016","OKH-HPO","Down",0.377236339883815,"Non-culvert"
"1130","228000523823","228000523823-2016","2016","HT-BBI","Up",0.530506747021562,"Non-culvert"
"1131","228000523823","228000523823-2016","2016","HT-BBI","Down",0.746637682433148,"Non-culvert"
"1132","228000523823","228000523823-2016","2016","BBI-R6","Up",0.560590741681724,"Non-culvert"
"1133","228000523823","228000523823-2016","2016","BBI-R6","Down",0.815252173490529,"Non-culvert"
"1134","228000523823","228000523823-2016","2016","R6-BP","Down",0.847233690921707,"Non-culvert"
"1135","228000523823","228000523823-2016","2016","BP-VCS","Down",0.959279368100341,"Non-culvert"
"1136","228000523823","228000523823-2016","2016","OKH-HPO","Up",0.630764452816345,"Non-culvert"
"1137","228000523823","228000523823-2016","2016","OKH-HPO","Down",0.811959877392598,"Non-culvert"
"1138","228000523825","228000523825-2016","2016","HT-BBI","Up",0.495920444618715,"Non-culvert"
"1139","228000523825","228000523825-2016","2016","HT-BBI","Down",0.529662856600632,"Non-culvert"
"1140","228000523825","228000523825-2016","2016","BBI-R6","Up",0.373464196149355,"Non-culvert"
"1141","228000523825","228000523825-2016","2016","BBI-R6","Down",0.722401723998531,"Non-culvert"
"1142","228000523825","228000523825-2016","2016","BP-VCS","Up",0.162257834256913,"Non-culvert"
"1143","228000523825","228000523825-2016","2016","BP-VCS","Down",0.773378431932685,"Non-culvert"
"1144","228000523825","228000523825-2016","2016","VCS-OKH","Down",0.964116718699061,"Non-culvert"
"1145","228000523825","228000523825-2016","2016","OKH-HPO","Up",0.562769600113328,"Non-culvert"
"1146","228000523825","228000523825-2016","2016","OKH-HPO","Down",0.672528256747794,"Non-culvert"
"1147","228000523826","228000523826-2016","2016","HT-BBI","Up",0.420837093269083,"Non-culvert"
"1148","228000523826","228000523826-2016","2016","HT-BBI","Down",0.272493683505217,"Non-culvert"
"1149","228000523826","228000523826-2016","2016","BBI-R6","Up",0.526277876407303,"Non-culvert"
"1150","228000523826","228000523826-2016","2016","BBI-R6","Down",0.236653919368114,"Non-culvert"
"1151","228000523826","228000523826-2016","2016","R6-BP","Down",0.326226456549002,"Non-culvert"
"1152","228000523826","228000523826-2016","2016","BP-VCS","Down",0.749214548761339,"Non-culvert"
"1153","228000523826","228000523826-2016","2016","OKH-HPO","Up",0.442702785704976,"Non-culvert"
"1154","228000523826","228000523826-2016","2016","OKH-HPO","Down",0.928380040915479,"Non-culvert"
"1155","228000523828","228000523828-2016","2016","HT-BBI","Up",0.60669231347914,"Non-culvert"
"1156","228000523828","228000523828-2016","2016","BBI-R6","Up",0.446100659991918,"Non-culvert"
"1157","228000523828","228000523828-2016","2016","R6-BP","Up",0.279500336801788,"Non-culvert"
"1158","228000523828","228000523828-2016","2016","BP-VCS","Up",0.357965115242805,"Non-culvert"
"1159","228000523828","228000523828-2016","2016","VCS-OKH","Up",0.152379171689636,"Non-culvert"
"1160","228000523828","228000523828-2016","2016","OKH-HPO","Up",0.487130227685119,"Non-culvert"
"1161","228000523828","228000523828-2016","2016","OKH-HPO","Down",0.804816279777143,"Non-culvert"
"1162","228000523830","228000523830-2016","2016","HT-BBI","Up",0.418213829298565,"Non-culvert"
"1163","228000523830","228000523830-2016","2016","HT-BBI","Down",0.874311300678995,"Non-culvert"
"1164","228000523830","228000523830-2016","2016","BBI-R6","Up",0.209211716532268,"Non-culvert"
"1165","228000523830","228000523830-2016","2016","OKH-HPO","Up",0.584520844682786,"Non-culvert"
"1166","228000523830","228000523830-2016","2016","OKH-HPO","Down",0.730394936934943,"Non-culvert"
"1167","228000523832","228000523832-2016","2016","HT-BBI","Up",0.46342582603217,"Non-culvert"
"1168","228000523832","228000523832-2016","2016","HT-BBI","Down",0.746188323243229,"Non-culvert"
"1169","228000523832","228000523832-2016","2016","BBI-R6","Up",0.446119087217451,"Non-culvert"
"1170","228000523832","228000523832-2016","2016","BP-VCS","Up",0.237713740538906,"Non-culvert"
"1171","228000523832","228000523832-2016","2016","BP-VCS","Down",0.909707919926107,"Non-culvert"
"1172","228000523832","228000523832-2016","2016","OKH-HPO","Up",0.702180104800945,"Non-culvert"
"1173","228000523832","228000523832-2016","2016","OKH-HPO","Down",0.941882973079441,"Non-culvert"
"1174","228000523832","228000523832-2017","2017","OKH-HPO","Up",0.563714128189178,"Non-culvert"
"1175","228000523833","228000523833-2016","2016","HT-BBI","Up",0.441836882514849,"Non-culvert"
"1176","228000523833","228000523833-2016","2016","HT-BBI","Down",0.730861026203529,"Non-culvert"
"1177","228000523833","228000523833-2016","2016","BBI-R6","Up",0.514017531227973,"Non-culvert"
"1178","228000523833","228000523833-2016","2016","BBI-R6","Down",0.905379793004208,"Non-culvert"
"1179","228000523833","228000523833-2016","2016","VCS-OKH","Down",1.52004973217375,"Non-culvert"
"1180","228000523833","228000523833-2016","2016","OKH-HPO","Up",0.664103170935454,"Non-culvert"
"1181","228000523833","228000523833-2016","2016","OKH-HPO","Down",0.780760447502421,"Non-culvert"
"1182","228000523834","228000523834-2016","2016","HT-BBI","Up",0.444671234873888,"Non-culvert"
"1183","228000523834","228000523834-2016","2016","BBI-R6","Up",0.219978551205861,"Non-culvert"
